Kod;BölünmeSonrasıSermaye(TL);Tarih;BedelliOran(%);BedelliNom.Tutar(TL);Diğer(*);BedelsizIKOran(%);BedelsizTemettüOran(%);NakitTem.Brüt(%);NakitTemettü(TL);HisseBaşıBrüt(TL)
ASELS;29403000.0;2003-09-29;0.0;0.0;Nakit Temettü;0.0;0.0;47.2109;13881156.0;0.4720999897969595
GARAN;822037812.6029999;2003-07-02;0.0;0.0;Bedelsiz Sermaye Artırımı;3.82571;0.0;0.0;0.0;0.0
AKBNK;1200000000.0;2003-06-23;0.0;0.0;Bedelsiz Sermaye Artırımı;47.05;0.0;0.0;0.0;0.0
KCHOL;243787207.3;2003-06-04;0.0;0.0;Bedelsiz Sermaye Artırımı;16.607391;3.392609;0.0;0.0;0.0
AEFES;50167474.518;2003-05-30;0.0;0.0;Nakit Temettü;0.0;0.0;20.0;10033495.0;0.20000000192156375
ASELS;29403000.0;2003-05-30;0.0;0.0;Nakit Temettü;0.0;0.0;25.4029;7468362.0;0.254
ULKER;117000000.00008899;2003-05-30;0.0;0.0;Bedelsiz ve Nakit Temettü;150.0;0.0;10.0;1370250.0;0.014207395310846567
ENKAI;50355593.0;2003-05-28;0.0;0.0;Nakit Temettü;0.0;0.0;35.0;17624457.55;0.35000000000000003
TOASO;450000000.0;2003-05-26;0.0;0.0;Bedelsiz Sermaye Artırımı;164.06;0.0;0.0;0.0;0.0
HEKTS;30986772.21000001;2003-05-15;0.0;0.0;Bedelsiz Sermaye Artırımı;40.42;18.08;0.0;0.0;0.0
MGROS;55079999.995000005;2003-04-30;0.0;0.0;Nakit Temettü;0.0;0.0;10.0;5508000.0;0.1000000000090777
CIMSA;67392000.0;2003-04-14;0.0;0.0;Nakit Temettü;0.0;0.0;48.9;32954264.3;0.48899371290360877
TUPRS;275256514.0;2003-04-11;0.0;0.0;Nakit Temettü;0.0;0.0;59.876;149939887.343649;0.544727843729246
SAHOL;1000000000.0;2003-04-10;0.0;0.0;Nakit Temettü;0.0;0.0;5.0;40000000.0;0.04
AKBNK;816000000.0;2003-03-27;0.0;0.0;Nakit Temettü;0.0;0.0;5.291;43174603.174603;0.0529100529100527
SASA;690622304.0900035;2003-03-24;0.0;0.0;Bedelsiz Sermaye Artırımı;400.0;0.0;0.0;0.0;0.0
SAHOL;1000000000.0;2003-02-24;0.0;0.0;Bedelsiz Sermaye Artırımı;25.0;0.0;0.0;0.0;0.0
MGROS;55079999.995000005;2002-12-16;0.0;0.0;Nakit Temettü;500.0;0.0;0.0;0.0;0.0
CIMSA;67392000.0;2002-12-12;0.0;0.0;Bedelsiz Sermaye Artırımı;100.0;0.0;0.0;0.0;0.0
KRDMD;29519227.454000086;2002-11-25;0.0;0.0;Rüçhan Hakkı Kısıtlanarak;0.0;0.0;0.0;0.0;0.0
ENKAI;50355593.0;2002-11-22;0.0;0.0;Bedelsiz Sermaye Artırımı;123.16;0.0;0.0;0.0;0.0
AKBNK;816000000.0;2002-11-12;0.0;0.0;Bedelsiz Sermaye Artırımı;2.0;0.0;0.0;0.0;0.0
GARAN;791747816.0667509;2002-09-09;0.0;0.0;Bedelsiz Sermaye Artırımı;5.56637;0.0;0.0;0.0;0.0
ENKAI;22564654.0;2002-07-22;0.0;0.0;Birleşme Nedeniyle Yeni Kotasyon;0.0;0.0;0.0;0.0;0.0
HEKTS;19550022.21000001;2002-05-31;0.0;0.0;Bedelsiz Sermaye Artırımı;34.097;9.706;0.0;0.0;0.0
ULKER;96446250.00008899;2002-05-31;0.0;0.0;Nakit Temettü;0.0;0.0;7.01;960107.047231;0.009954840620865137
KCHOL;203156006.10000002;2002-05-08;0.0;0.0;Bedelsiz Sermaye Artırımı;89.761;10.239;0.0;0.0;0.0
SAHOL;800000000.0;2002-05-06;0.0;0.0;Bedelsiz Sermaye Artırımı;33.33;0.0;0.0;0.0;0.0
MGROS;9179999.995000005;2002-05-06;0.0;0.0;Nakit Temettü;0.0;0.0;50.0;4590000.0;0.5000000002723309
ASELS;29403000.0;2002-04-29;100.0;9801000.0;Bedelli ve Bedelsiz Sermaye Artırımı;100.0;0.0;0.0;0.0;0.0
TUPRS;275256514.0;2002-04-05;0.0;0.0;Nakit Temettü;0.0;0.0;55.67;139401932.0;0.5064437167143663
CIMSA;33696000.0;2002-04-03;0.0;0.0;Nakit Temettü;0.0;0.0;127.97;21561909.306;0.6398952191951568
CIMSA;33696000.0;2002-02-11;0.0;0.0;Bedelsiz Sermaye Artırımı;100.0;0.0;0.0;0.0;0.0
SISE;285000000.0;2002-02-04;78.342;65890000.0;Bedelli ve Bedelsiz Sermaye Artırımı;160.516;0.0;0.0;0.0;0.0
TOASO;170412875.0;2001-12-12;0.0;0.0;Bedelsiz Sermaye Artırımı;150.0;0.0;0.0;0.0;0.0
AEFES;50167474.518;2001-09-24;0.0;0.0;Bedelsiz Sermaye Artırımı;100.0;0.0;0.0;0.0;0.0
TUPRS;275256514.0;2001-09-24;0.0;0.0;Bedelsiz Sermaye Artırımı;235.0;0.0;0.0;0.0;0.0
KCHOL;101578003.10000002;2001-08-15;0.0;0.0;Birleşme;0.0;0.0;0.0;0.0;0.0
HEKTS;13595022.210000008;2001-08-06;0.0;0.0;Bedelsiz Sermaye Artırımı;31.8929721758702;0.0;0.0;0.0;0.0
PETKM;204750000.0;2001-08-01;25.0;29250000.0;Bedelli ve Bedelsiz Sermaye Artırımı;50.0;0.0;0.0;0.0;0.0
TCELL;500000000.0;2001-07-23;89.5617769604379;236233745.0;Bedelli Sermaye Artırımı;0.0;0.0;0.0;0.0;0.0
GARAN;750000000.0006349;2001-07-16;0.0;0.0;Bedelsiz Sermaye Artırımı;188.4615;0.0;0.0;0.0;0.0
AKBNK;800000000.0;2001-07-06;0.0;0.0;Bedelsiz Sermaye Artırımı;60.0;0.0;0.0;0.0;0.0
ULKER;96446250.00008899;2001-07-02;0.0;0.0;Bedelsiz ve Nakit Temettü;86.13;13.87;11.82;810000.0;0.009040683073823266
TOASO;68165150.0;2001-06-11;0.0;0.0;Birleşme;0.0;0.0;0.0;0.0;0.0
TCELL;263766255.0;2001-06-04;0.0;0.0;Bedelsiz Sermaye Artırımı;9.9;0.0;0.0;0.0;0.0
AEFES;25083737.125;2001-05-31;0.0;0.0;Nakit Temettü;0.0;0.0;20.07;5034243.431582;0.20069750398414765
ASELS;9801000.0;2001-05-31;0.0;0.0;Nakit Temettü;0.0;0.0;10.0;980100.0;0.1
FROTO;73106250.0;2001-05-31;0.0;0.0;Bedelsiz Sermaye Artırımı;100.0;50.0;0.0;0.0;0.0
MGROS;9179999.995000005;2001-05-31;0.0;0.0;Nakit Temettü;0.0;0.0;50.0;4590000.0;0.5000000002723309
YKBNK;752344693.48;2001-05-30;0.0;0.0;Bedelsiz Sermaye Artırımı;37.0;13.0;0.0;0.0;0.0
ISCTR;810840854.7200007;2001-05-28;0.0;0.0;Nakit Temettü;0.0;0.0;16.67;93148126.0;0.11487843201014566
ISCTR;810840854.7200007;2001-05-15;15.5;86665150.0;Bedelli ve Bedelsiz Sermaye Artırımı;29.5;0.0;0.0;0.0;0.0
KCHOL;85469600.10000002;2001-05-07;0.0;0.0;Bedelsiz ve Nakit Temettü;10.57;22.76;10.0;6410000.0;0.09999656782451057
TUPRS;99589314.0;2001-05-01;0.0;0.0;Nakit Temettü;0.0;0.0;291.3;217748323.304782;2.186462729372571
SASA;632942304.0900035;2001-04-16;0.0;0.0;Nakit Temettü;0.0;0.0;79.0;11391800.0;0.01799816496130444
CIMSA;16848000.0;2001-04-09;0.0;0.0;Nakit Temettü;0.0;0.0;39.0;6570720.0;0.39
AKBNK;500000000.0;2001-03-29;0.0;0.0;Nakit Temettü;0.0;0.0;5.25;26250000.0;0.0525
SAHOL;600000000.0;2001-02-09;5.0;22500000.0;Bedelli ve Bedelsiz Sermaye Artırımı;28.333333;0.0;0.0;0.0;0.0
THYAO;175000000.0;2000-12-15;8.333333;12500000.0;Bedelli ve Bedelsiz Sermaye Artırımı;8.333333;0.0;0.0;0.0;0.0
KRDMD;25269667.454000086;2000-09-07;0.0;0.0;Rüçhan Hakkı Kısıtlanarak;0.0;0.0;0.0;0.0;0.0
ULKER;89595000.00008899;2000-08-01;0.0;0.0;Nakit Temettü;0.0;0.0;9.48732;650000.0;0.007254869133314966
TCELL;240000000.0;2000-07-03;0.0;0.0;Birincil Halka Arz;0.0;0.0;0.0;0.0;0.0
MGROS;9179999.995000005;2000-06-28;0.0;0.0;Bedelsiz Temettü;0.0;200.0;0.0;0.0;0.0
SISE;84106000.0;2000-06-16;5.0632;4000000.0;Bedelli ve Bedelsiz Sermaye Artırımı;0.0;1.4;0.0;0.0;0.0
AKBNK;500000000.0;2000-06-07;0.0;0.0;Bedelsiz Sermaye Artırımı;12.0;88.0;0.0;0.0;0.0
KCHOL;64102200.100000024;2000-05-31;0.0;0.0;Bedelsiz ve Nakit Temettü;100.0;0.0;15.0;4808000.0;0.1500104515913323
YKBNK;501563129.087;2000-05-31;0.0;0.0;Bedelsiz Sermaye Artırımı;45.0;64.0;0.0;0.0;0.0
ASELS;9801000.0;2000-05-30;0.0;0.0;Bedelsiz Sermaye Artırımı;50.0;50.0;0.0;0.0;0.0
ISCTR;559232354.7200007;2000-05-29;0.0;0.0;Nakit Temettü;0.0;0.0;28.4;79201000.0;0.1416244953131418
MGROS;3059999.995000005;2000-05-25;0.0;0.0;Nakit Temettü;0.0;0.0;150.0;4590000.0;1.500000002450978
HEKTS;10307622.210000008;2000-05-24;21.25;1500250.0;Bedelli ve Bedelsiz Sermaye Artırımı;24.75;0.0;0.0;0.0;0.0
ISCTR;559232354.7200007;2000-05-15;26.0;72686900.0;Bedelli ve Bedelsiz Sermaye Artırımı;74.0;0.0;0.0;0.0;0.0
PETKM;117000000.0;2000-05-01;0.0;0.0;Nakit Temettü;0.0;0.0;12.5;14625000.0;0.125
CIMSA;16848000.0;2000-04-28;0.0;0.0;Nakit Temettü;0.0;0.0;31.0;5223000.0;0.31000712250712253
SAHOL;450000000.0;2000-04-10;0.0;0.0;Nakit Temettü;0.0;0.0;8.0;10000000.0;0.022222222222222223
SAHOL;450000000.0;2000-03-29;134.0;167500000.0;Bedelli ve Bedelsiz Sermaye Artırımı;126.0;0.0;0.0;0.0;0.0
AKBNK;250000000.0;2000-03-27;0.0;0.0;Nakit Temettü;0.0;0.0;15.86;39650000.0;0.1586
THYAO;150000000.0;2000-03-24;100.0;50000000.0;Bedelli ve Bedelsiz Sermaye Artırımı;100.0;0.0;0.0;0.0;0.0
TUPRS;99589314.0;2000-03-07;0.0;0.0;Nakit Temettü;0.0;0.0;244.090708;182462686.0;1.8321512486771423
SISE;79000000.0;2000-01-17;0.0;0.0;Bedelsiz Sermaye Artırımı;83.294664;0.0;0.0;0.0;0.0
HEKTS;7060022.210000008;1999-12-17;26.98421;1500253.632;Bedelli Sermaye Artırımı;0.0;0.0;0.0;0.0;0.0
KRDMD;15269667.454000086;1999-11-23;189.765272;10000000.0;Bedelli Sermaye Artırımı;0.0;0.0;0.0;0.0;0.0
THYAO;50000000.0;1999-08-23;33.333333;10000000.0;Bedelli ve Bedelsiz Sermaye Artırımı;33.333333;0.0;0.0;0.0;0.0
MGROS;3059999.995000005;1999-07-05;0.0;0.0;Bedelsiz Sermaye Artırımı;200.0;0.0;0.0;0.0;0.0
ULKER;89595000.00008899;1999-07-05;40.0;1096200.0;Bedelli ve Bedelsiz Sermaye Artırımı;110.0;0.0;0.0;0.0;0.0
SASA;632942304.0900035;1999-06-29;0.0;0.0;Bedelsiz Sermaye Artırımı;100.0;0.0;0.0;0.0;0.0
TOASO;63504000.0;1999-06-22;185.0;32634000.0;Bedelli ve Bedelsiz Sermaye Artırımı;75.0;0.0;0.0;0.0;0.0
HEKTS;5559768.578000008;1999-06-16;10.68;325181.2224;Bedelli ve Bedelsiz Sermaye Artırımı;49.76;22.16;0.0;0.0;0.0
GARAN;260000000.0006349;1999-06-14;0.0;0.0;Bedelsiz Sermaye Artırımı;420.0;0.0;0.0;0.0;0.0
ASELS;4900500.0;1999-05-31;0.0;0.0;Bedelsiz ve Nakit Temettü;35.0;15.0;10.0;326700.0;0.1
SAHOL;125000000.0;1999-05-31;0.0;0.0;Nakit Temettü;0.0;0.0;5.0;6250000.0;0.05
MGROS;1019999.9950000048;1999-05-31;0.0;0.0;Nakit Temettü;0.0;0.0;300.0;3060000.0;3.0000000147058685
SISE;43100000.0;1999-05-31;0.0;0.0;Nakit Temettü;0.0;0.0;14.0;3234000.0;0.07503480278422274
ULKER;85484250.00008899;1999-05-28;0.0;0.0;Nakit Temettü;0.0;0.0;50.0;1370250.0;0.01602926854945295
FROTO;29242500.0;1999-05-26;0.0;0.0;Bedelsiz Sermaye Artırımı;800.0;1200.0;0.0;0.0;0.0
KCHOL;32051100.100000024;1999-05-24;0.0;0.0;Bedelsiz ve Nakit Temettü;100.0;0.0;20.0;3205110.0;0.19999999875199262
ISCTR;279667354.72000074;1999-05-24;0.0;0.0;Nakit Temettü;0.0;0.0;40.5;51385995.0;0.18373969693905454
AKBNK;250000000.0;1999-05-20;0.0;0.0;Nakit Temettü;0.0;0.0;65.0;81250000.0;0.325
CIMSA;16848000.0;1999-05-20;0.0;0.0;Bedelsiz Sermaye Artırımı;300.0;0.0;0.0;0.0;0.0
YKBNK;239982358.587;1999-05-17;50.0;66661766.19;Bedelli, bedelsiz, nakit temettü;30.0;0.0;50.0;66661766.19;0.4999999988486653
ISCTR;279667354.72000074;1999-05-13;40.0;50830000.0;Bedelli ve Bedelsiz Sermaye Artırımı;80.0;0.0;0.0;0.0;0.0
AKBNK;250000000.0;1999-05-07;50.0;62500000.0;Bedelli ve Bedelsiz Sermaye Artırımı;50.0;0.0;0.0;0.0;0.0
CIMSA;4212000.0;1999-05-05;0.0;0.0;Nakit Temettü;0.0;0.0;100.0;4212000.0;1.0
PETKM;117000000.0;1999-05-03;0.0;0.0;Nakit Temettü;0.0;0.0;6.0;7020000.0;0.06
SASA;625732304.0900035;1999-05-03;0.0;0.0;Nakit Temettü;0.0;0.0;20.0;1442000.0;0.0023044998485368066
TUPRS;99589314.0;1999-04-05;0.0;0.0;Nakit Temettü;0.0;0.0;44.26;33082036.41;0.33218459974531
SISE;43100000.0;1999-04-05;43.290043;10000000.0;Bedelli ve Bedelsiz Sermaye Artırımı;43.290043;0.0;0.0;0.0;0.0
PETKM;117000000.0;1999-03-15;0.0;0.0;Bedelsiz Sermaye Artırımı;3800.0;0.0;0.0;0.0;0.0
EREGL;44352000.0;1999-02-24;200.0;12672000.0;Bedelli ve Bedelsiz Sermaye Artırımı;400.0;0.0;0.0;0.0;0.0
TOASO;17640000.0;1998-12-14;0.0;0.0;Bedelsiz Sermaye Artırımı;40.0;0.0;0.0;0.0;0.0
GARAN;50000000.00063491;1998-11-12;0.0;0.0;Bedelsiz Sermaye Artırımı;25.0;0.0;0.0;0.0;0.0
TUPRS;99589314.0;1998-11-09;75.0;22425600.0;Bedelli ve Bedelsiz Sermaye Artırımı;75.0;0.0;0.0;0.0;0.0
YKBNK;133323532.687;1998-11-09;0.0;0.0;Bedelsiz Sermaye Artırımı;24.0;0.0;0.0;0.0;0.0
ULKER;85484250.00008899;1998-10-05;80.0;548100.0;Bedelli ve Bedelsiz Sermaye Artırımı;220.0;0.0;0.0;0.0;0.0
SAHOL;125000000.0;1998-08-24;80.0;40000000.0;Bedelli ve Bedelsiz Sermaye Artırımı;70.0;0.0;0.0;0.0;0.0
MGROS;1019999.9950000048;1998-08-18;0.0;0.0;İkincil Halka Arz;0.0;0.0;0.0;0.0;0.0
HEKTS;3044790.2098000078;1998-06-22;0.0;0.0;Bedelsiz Sermaye Artırımı;52.439972;40.560028;0.0;0.0;0.0
KRDMD;5269667.454000086;1998-06-01;11.12;266441.05;Birincil Halka Arz;111.29;0.0;0.0;0.0;0.0
ASELS;3267000.0;1998-05-29;0.0;0.0;Bedelsiz Sermaye Artırımı;15.0;35.0;0.0;0.0;0.0
CIMSA;4212000.0;1998-05-29;0.0;0.0;Nakit Temettü;0.0;0.0;38.0;1600560.0;0.38
MGROS;944999.9950000048;1998-05-29;0.0;0.0;Nakit Temettü;0.0;0.0;100.0;945000.0;1.0000000052910003
ULKER;83428875.00008899;1998-05-29;0.0;0.0;Nakit Temettü;0.0;0.0;100.0;685125.0;0.008212084844716763
SASA;625732304.0900035;1998-05-28;0.0;0.0;Nakit Temettü;0.0;0.0;86.6;6243860.0;0.009978484344164372
KCHOL;16025550.100000024;1998-05-25;0.0;0.0;Nakit Temettü;0.0;0.0;20.0;3205110.0;0.19999999875199262
ISCTR;127177354.72000074;1998-05-25;0.0;0.0;Nakit Temettü;0.0;0.0;40.074999999999996;20291575.5;0.15955336973846346
SAHOL;50000000.0;1998-05-21;0.0;0.0;Nakit Temettü;0.0;0.0;13.0;6500000.0;0.13
AKBNK;125000000.0;1998-05-20;0.0;0.0;Nakit Temettü;0.0;0.0;100.0;50000000.0;0.4
ISCTR;127177354.72000074;1998-05-15;37.5;19061250.0;Bedelli ve Bedelsiz Sermaye Artırımı;112.5;0.0;0.0;0.0;0.0
YKBNK;107518978.037;1998-05-15;40.0;24026587.2;Bedelli, bedelsiz, nakit temettü;39.0;0.0;40.0;24026587.0;0.39999999455936047
AKBNK;125000000.0;1998-05-08;90.0;45000000.0;Bedelli ve Bedelsiz Sermaye Artırımı;60.0;0.0;0.0;0.0;0.0
SISE;23100000.0;1998-05-08;25.0;4620000.0;Bedelli Sermaye Artırımı;0.0;0.0;0.0;0.0;0.0
PETKM;3000000.0;1998-05-01;0.0;0.0;Nakit Temettü;0.0;0.0;985.0;29550000.0;9.85
FROTO;1392500.0;1998-04-20;0.0;0.0;Nakit Temettü;0.0;0.0;1100.0;15317500.0;11.0
SISE;18480000.0;1998-03-31;0.0;0.0;Nakit Temettü;0.0;0.0;19.4;3585120.0;0.194
THYAO;30000000.0;1998-01-23;100.0;10000000.0;Bedelli ve Bedelsiz Sermaye Artırımı;100.0;0.0;0.0;0.0;0.0
SISE;18480000.0;1998-01-15;0.0;0.0;Bedelsiz Sermaye Artırımı;65.0;0.0;0.0;0.0;0.0
CIMSA;4212000.0;1997-12-23;0.0;0.0;Bedelsiz Sermaye Artırımı;200.0;0.0;0.0;0.0;0.0
KCHOL;16025550.100000024;1997-11-24;0.0;0.0;Bedelsiz Sermaye Artırımı;50.0;0.0;0.0;0.0;0.0
ISCTR;50932354.720000744;1997-09-03;40.0;4066400.0;Bedelli ve Bedelsiz Sermaye Artırımı;360.0;0.0;0.0;0.0;0.0
KCHOL;10683700.100000024;1997-09-02;0.0;0.0;Birleşme;0.0;0.0;0.0;0.0;0.0
TUPRS;54738114.0;1997-07-14;270.0;12614400.0;Bedelli ve Bedelsiz Sermaye Artırımı;270.0;0.0;0.0;0.0;0.0
SAHOL;50000000.0;1997-07-02;21.6;5400000.0;Bedelli ve Bedelsiz Sermaye Artırımı;58.4;0.0;0.0;0.0;0.0
SISE;11200000.0;1997-06-30;0.0;0.0;Bedelsiz Sermaye Artırımı;50.0;50.0;0.0;0.0;0.0
FROTO;1392500.0;1997-06-24;0.0;0.0;Birleşme;0.0;0.0;0.0;0.0;0.0
HEKTS;1577622.2098000078;1997-06-23;0.0;0.0;Bedelsiz Sermaye Artırımı;43.11;26.89;0.0;0.0;0.0
TOASO;12600000.0;1997-06-23;0.0;0.0;Bedelsiz Sermaye Artırımı;45.24;4.76;0.0;0.0;0.0
EREGL;6336000.0;1997-05-30;0.0;0.0;Nakit Temettü;0.0;0.0;45.37;2874543.0;0.4536841856060606
HEKTS;928022.2098000078;1997-05-30;0.0;0.0;Nakit Temettü;0.0;0.0;48.2;447296.0;0.48198846458253836
MGROS;944999.9950000048;1997-05-30;0.0;0.0;Bedelsiz ve Nakit Temettü;75.0;0.0;50.0;270000.0;0.5000000046296252
TOASO;8400000.0;1997-05-30;0.0;0.0;Nakit Temettü;0.0;0.0;14.3;1201200.0;0.143
ASELS;2178000.0;1997-05-28;0.0;0.0;Bedelsiz ve Nakit Temettü;30.0;20.0;20.0;290400.0;0.2
CIMSA;1404000.0;1997-05-26;0.0;0.0;Nakit Temettü;0.0;0.0;39.0;547560.0;0.39
KCHOL;10000000.100000024;1997-05-26;0.0;0.0;Nakit Temettü;0.0;0.0;15.0;1622850.0;0.16228499837714963
PETKM;3000000.0;1997-05-23;0.0;0.0;Nakit Temettü;0.0;0.0;640.0;19200000.0;6.4
SASA;625732304.0900035;1997-05-22;0.0;0.0;Nakit Temettü;0.0;0.0;55.6;2863400.0;0.0045760782706659444
YKBNK;60066468.317;1997-05-12;60.0;15467760.0;Bedelli, bedelsiz, nakit temettü;73.0;0.0;60.0;15467760.0;0.5999999926220733
ULKER;83428875.00008899;1997-05-10;0.0;0.0;Bedelsiz ve Nakit Temettü;200.0;0.0;22.56;154545.4545;0.001862618975949263
GARAN;40000000.00063491;1997-05-09;78.644444;14156000.0;Bedelli ve Bedelsiz Sermaye Artırımı;43.577778;0.0;0.0;0.0;0.0
ISCTR;10268354.720000744;1997-04-30;0.0;0.0;Nakit Temettü;0.0;0.0;40.05;3992985.0;0.3888631732036338
SASA;625732304.0900035;1997-04-10;0.0;0.0;Bedelsiz Sermaye Artırımı;40.0;0.0;0.0;0.0;0.0
AKBNK;50000000.0;1997-04-09;0.0;0.0;Nakit Temettü;0.0;0.0;120.0;21600000.0;0.432
FROTO;1380000.0;1997-04-07;0.0;0.0;Nakit Temettü;0.0;0.0;401.08;5294256.0;3.836417391304348
GARAN;18000000.00063491;1997-04-01;0.0;0.0;Nakit Temettü;0.0;0.0;78.64;14156000.0;0.7864444444167045
AKBNK;50000000.0;1997-03-28;100.0;18000000.0;Bedelli ve Bedelsiz Sermaye Artırımı;77.77;0.0;0.0;0.0;0.0
ULKER;82972125.00008899;1997-03-27;0.0;0.0;Nakit Temettü;0.0;0.0;19.74;45092.15075;0.0005434614426224667
FROTO;1380000.0;1997-03-10;0.0;0.0;Birleşme;0.0;0.0;0.0;0.0;0.0
EREGL;6336000.0;1996-06-27;0.0;0.0;Nakit Temettü;0.0;0.0;65.26;4134988.0;0.6526180555555555
TOASO;8400000.0;1996-05-27;0.0;0.0;Bedelsiz Sermaye Artırımı;50.0;25.0;0.0;0.0;0.0
PETKM;3000000.0;1996-04-04;0.0;0.0;Nakit Temettü;0.0;0.0;668.8;20064000.0;6.688
AEFES;5921052630.0;Açıklanmadı;0.0;0.0;Bedelsiz Sermaye Artırımı;900.0;0.0;0.0;0.0;0.0
