Kod;BölünmeSonrasıSermaye(TL);Tarih;BedelliOran(%);BedelliNom.Tutar(TL);Diğer(*);BedelsizIKOran(%);BedelsizTemettüOran(%);NakitTem.Brüt(%);NakitTemettü(TL);HisseBaşıBrüt(TL)
ASELS;1140000000.0;2018-06-19;0.0;0.0;Nakit Temettü;0.0;0.0;2.47368;28199952.0;0.0247368
TCELL;2200000000.0;2018-06-18;0.0;0.0;Nakit Temettü;0.0;0.0;28.78788;633333360.0;0.2878788
BIMAS;303600000.0;2018-06-06;0.0;0.0;Nakit Temettü;0.0;0.0;110.0;333960000.0;1.1
YKBNK;8447051284.0;2018-06-06;94.3168;4100000000.0;Bedelli Sermaye Artırımı;0.0;0.0;0.0;0.0;0.0
ASELS;1140000000.0;2018-06-05;0.0;0.0;Rüçhan Hakkı Kısıtlanarak;0.0;0.0;0.0;0.0;0.0
EKGYO;3800000000.0;2018-05-31;0.0;0.0;Nakit Temettü;0.0;0.0;17.552;666976000.0;0.17552
SISE;2250000000.0;2018-05-31;0.0;0.0;Nakit Temettü;0.0;0.0;13.33333;299999925.0;0.1333333
AEFES;592105263.0;2018-05-29;0.0;0.0;Nakit Temettü;0.0;0.0;42.24;250105263.1;0.4224000000148622
EREGL;3500000000.0;2018-05-29;0.0;0.0;Nakit Temettü;0.0;0.0;84.0;2940000000.0;0.84
ENKAI;5000000000.0;2018-05-24;0.0;0.0;Bedelsiz Temettü;0.0;8.69565;0.0;0.0;0.0
SASA;1223522304.0900035;2018-05-15;0.0;0.0;Bedelsiz Temettü;0.0;46.66666;0.0;0.0;0.0
PETKM;1500000000.0;2018-05-03;0.0;0.0;Nakit Temettü;0.0;0.0;36.0;540000000.0;0.36
GARAN;4200000000.0;2018-04-24;0.0;0.0;Nakit Temettü;0.0;0.0;41.66667;1750014000.0;0.41667
ENKAI;4600000000.0;2018-04-17;0.0;0.0;Nakit Temettü;0.0;0.0;12.0;552000000.0;0.12
SAHOL;2040403931.0;2018-04-03;0.0;0.0;Nakit Temettü;0.0;0.0;30.0;612121179.3;0.3
ISCTR;4500263995.120001;2018-04-03;0.0;0.0;Nakit Temettü;0.0;0.0;29.48779;1326941704.0;0.2948586361686581
FROTO;350910000.0;2018-04-02;0.0;0.0;Nakit Temettü;0.0;0.0;228.0;800074800.0;2.28
KCHOL;2535898050.0;2018-04-02;0.0;0.0;Nakit Temettü;0.0;0.0;34.55;876152776.3;0.3455000000098584
CIMSA;135084442.0;2018-03-29;0.0;0.0;Nakit Temettü;0.0;0.0;50.0;67542221.0;0.5
TUPRS;275256514.0;2018-03-29;0.0;0.0;Nakit Temettü;0.0;0.0;1360.3;3406452378.0;12.375555907824946
AKBNK;4000000000.0;2018-03-28;0.0;0.0;Nakit Temettü;0.0;0.0;40.0;1600000000.0;0.4
TAVHL;363281250.0;2018-03-28;0.0;0.0;Nakit Temettü;0.0;0.0;111.86141;406371528.5;1.1186140999569893
TOASO;500000000.0;2018-03-21;0.0;0.0;Nakit Temettü;0.0;0.0;160.0;800000000.0;1.6
TCELL;2200000000.0;2017-12-15;0.0;0.0;Nakit Temettü;0.0;0.0;45.45454;1000000000.0;0.45454545454545453
ASELS;1000000000.0;2017-12-14;0.0;0.0;Nakit Temettü;0.0;0.0;2.51666;25166600.0;0.0251666
ENKAI;4600000000.0;2017-12-13;0.0;0.0;Nakit Temettü;0.0;0.0;4.0;184000000.0;0.04
HEKTS;75857055.24000001;2017-12-01;0.0;0.0;Nakit Temettü;0.0;0.0;38.05285;28865763.13;0.3805283903873302
BIMAS;303600000.0;2017-11-08;0.0;0.0;Nakit Temettü;0.0;0.0;60.0;182160000.0;0.6
FROTO;350910000.0;2017-10-31;0.0;0.0;Nakit Temettü;0.0;0.0;111.0;389510100.0;1.11
ENKAI;4600000000.0;2017-09-27;0.0;0.0;Nakit Temettü;0.0;0.0;3.586956522;165000000.0;0.035869565217391305
TCELL;2200000000.0;2017-09-15;0.0;0.0;Nakit Temettü;0.0;0.0;45.45455;1000000000.0;0.45454545454545453
ASELS;1000000000.0;2017-09-14;0.0;0.0;Nakit Temettü;0.0;0.0;2.51667;25166700.0;0.0251667
SISE;2250000000.0;2017-07-24;0.0;0.0;Bedelsiz Temettü;2.92682;6.82926;0.0;0.0;0.0
TCELL;2200000000.0;2017-06-15;0.0;0.0;Nakit Temettü;0.0;0.0;45.45455;1000000000.0;0.45454545454545453
ASELS;1000000000.0;2017-06-08;0.0;0.0;Nakit Temettü;0.0;0.0;2.51667;25166700.0;0.0251667
BIMAS;303600000.0;2017-06-07;0.0;0.0;Nakit Temettü;0.0;0.0;90.0;273240000.0;0.9
SISE;2050000000.0;2017-05-31;0.0;0.0;Nakit Temettü;0.0;0.0;12.195;250000000.0;0.12195121951219512
AEFES;592105263.0;2017-05-29;0.0;0.0;Nakit Temettü;0.0;0.0;24.5;145065789.4;0.2449999999408889
ENKAI;4600000000.0;2017-04-27;0.0;0.0;Bedelsiz Temettü;0.0;9.52381;0.0;0.0;0.0
SASA;1031022304.0900035;2017-04-24;0.0;0.0;Bedelsiz Sermaye Artırımı;12.61261;0.0;0.0;0.0;0.0
GARAN;4200000000.0;2017-04-24;0.0;0.0;Nakit Temettü;0.0;0.0;29.762;1250004000.0;0.29762
ENKAI;4200000000.0;2017-04-19;0.0;0.0;Nakit Temettü;0.0;0.0;12.0;504000000.0;0.12
PETKM;1500000000.0;2017-04-14;0.0;0.0;Nakit Temettü;0.0;0.0;40.0;600000000.0;0.4
SASA;984822304.0900035;2017-04-14;0.0;0.0;Nakit Temettü;0.0;0.0;25.629;93879027.0;0.09532585382166603
ULKER;342000000.0;2017-04-12;0.0;0.0;Nakit Temettü;0.0;0.0;18.71345;64000000.0;0.1871345029239766
KCHOL;2535898050.0;2017-04-06;0.0;0.0;Nakit Temettü;0.0;0.0;32.59;826449174.5;0.32590000000197167
EREGL;3500000000.0;2017-04-05;0.0;0.0;Nakit Temettü;0.0;0.0;41.0;1435000000.0;0.41
TUPRS;275256514.0;2017-04-04;0.0;0.0;Nakit Temettü;0.0;0.0;621.8;1557106586.0;5.656929107225415
ISCTR;4500263995.120001;2017-04-04;0.0;0.0;Nakit Temettü;0.0;0.0;26.11752;1175280565.0;0.2611581378946772
FROTO;350910000.0;2017-04-03;0.0;0.0;Nakit Temettü;0.0;0.0;114.0;400037400.0;1.14
SAHOL;2040403931.0;2017-04-03;0.0;0.0;Nakit Temettü;0.0;0.0;20.0;408080786.2;0.19999999999999998
TOASO;500000000.0;2017-04-03;0.0;0.0;Nakit Temettü;0.0;0.0;70.0;350000000.0;0.7
AKBNK;4000000000.0;2017-03-30;0.0;0.0;Nakit Temettü;0.0;0.0;22.5;900000000.0;0.225
CIMSA;135084442.0;2017-03-29;0.0;0.0;Nakit Temettü;0.0;0.0;142.0;191819907.6;1.4199999997038888
TAVHL;363281250.0;2017-03-22;0.0;0.0;Nakit Temettü;0.0;0.0;68.25341;247951841.0;0.6825340999569892
ENKAI;4200000000.0;2016-12-14;0.0;0.0;Nakit Temettü;0.0;0.0;3.3333;139998600.0;0.033333
ASELS;1000000000.0;2016-12-01;0.0;0.0;Nakit Temettü;0.0;0.0;1.4;14000000.0;0.014
HEKTS;75857055.24000001;2016-11-30;0.0;0.0;Nakit Temettü;0.0;0.0;27.21361;20643437.22;0.27213602155643074
FROTO;350910000.0;2016-11-22;0.0;0.0;Nakit Temettü;0.0;0.0;89.0;312309900.0;0.89
BIMAS;303600000.0;2016-11-07;0.0;0.0;Nakit Temettü;0.0;0.0;50.0;151800000.0;0.5
SASA;984822304.0900035;2016-10-18;0.0;0.0;Bedelsiz Sermaye Artırımı;37.55163;0.0;0.0;0.0;0.0
ENKAI;4200000000.0;2016-09-28;0.0;0.0;Nakit Temettü;0.0;0.0;3.333;118986000.0;0.02833
ASELS;1000000000.0;2016-09-26;0.0;0.0;Nakit Temettü;0.0;0.0;1.4;14000000.0;0.014
SASA;884822304.0900035;2016-07-18;0.0;0.0;Bedelsiz Sermaye Artırımı;23.11604;0.0;0.0;0.0;0.0
SISE;2050000000.0;2016-07-01;0.0;0.0;Bedelsiz Temettü;2.73684;5.15789;0.0;0.0;0.0
PETKM;1500000000.0;2016-06-27;0.0;0.0;Nakit Temettü;0.0;0.0;31.5;472500000.0;0.315
ASELS;1000000000.0;2016-06-10;0.0;0.0;Nakit Temettü;0.0;0.0;1.4;14000000.0;0.014
BIMAS;303600000.0;2016-06-06;0.0;0.0;Nakit Temettü;0.0;0.0;60.0;182160000.0;0.6
SISE;1900000000.0;2016-05-31;0.0;0.0;Nakit Temettü;0.0;0.0;13.15789;250000000.0;0.13157894736842105
AEFES;592105263.0;2016-05-30;0.0;0.0;Nakit Temettü;0.0;0.0;24.5;145065789.4;0.2449999999408889
TTKOM;3500000000.0;2016-05-30;0.0;0.0;Nakit Temettü;0.0;0.0;24.0246;840861000.0;0.240246
ASELS;1000000000.0;2016-05-25;0.0;0.0;Bedelsiz Sermaye Artırımı;100.0;0.0;0.0;0.0;0.0
EREGL;3500000000.0;2016-05-25;0.0;0.0;Nakit Temettü;0.0;0.0;30.0;1050000000.0;0.3
EKGYO;3800000000.0;2016-05-24;0.0;0.0;Nakit Temettü;0.0;0.0;9.676;367688000.0;0.09676
ENKAI;4200000000.0;2016-05-23;0.0;0.0;Bedelsiz Temettü;0.0;5.0;0.0;0.0;0.0
GARAN;4200000000.0;2016-04-25;0.0;0.0;Nakit Temettü;0.0;0.0;13.5;567000000.0;0.135
ENKAI;4000000000.0;2016-04-20;0.0;0.0;Nakit Temettü;0.0;0.0;8.0;320000000.0;0.08
KCHOL;2535898050.0;2016-04-12;0.0;0.0;Nakit Temettü;0.0;0.0;29.1;737946332.6;0.2910000000197169
TOASO;500000000.0;2016-04-07;0.0;0.0;Nakit Temettü;0.0;0.0;73.0;365000000.0;0.73
TUPRS;275256514.0;2016-04-06;0.0;0.0;Nakit Temettü;0.0;0.0;650.0;1627724800.0;5.913483304522268
ULKER;342000000.0;2016-04-05;0.0;0.0;Nakit Temettü;0.0;0.0;27.48538;94000000.0;0.27485380116959063
FROTO;350910000.0;2016-04-04;0.0;0.0;Nakit Temettü;0.0;0.0;100.0;350910000.0;1.0
SAHOL;2040403931.0;2016-04-01;0.0;0.0;Nakit Temettü;0.0;0.0;15.0;306060589.7;0.15000000002450495
AKBNK;4000000000.0;2016-03-30;0.0;0.0;Nakit Temettü;0.0;0.0;15.0;600000000.0;0.15
CIMSA;135084442.0;2016-03-30;0.0;0.0;Nakit Temettü;0.0;0.0;149.0;201275818.6;1.4900000001480556
ISCTR;4500263995.120001;2016-03-30;0.0;0.0;Nakit Temettü;0.0;0.0;17.12595;770662506.45;0.1712482883861239
TAVHL;363281250.0;2016-03-23;0.0;0.0;Nakit Temettü;0.0;0.0;95.67243;347560013.0;0.9567243368602151
PETKM;1500000000.0;2016-01-29;0.0;0.0;Bedelsiz Sermaye Artırımı;50.0;0.0;0.0;0.0;0.0
KRDMD;780226001.6;2015-12-11;0.0;0.0;Nakit Temettü;0.0;0.0;4.38596;34220400.34;0.04385960000028792
HEKTS;75857055.24000001;2015-11-27;0.0;0.0;Nakit Temettü;0.0;0.0;23.99764;18203897.79;0.2399763309082547
ENKAI;4000000000.0;2015-11-11;0.0;0.0;Nakit Temettü;0.0;0.0;7.0;280000000.0;0.07
BIMAS;303600000.0;2015-10-21;0.0;0.0;Nakit Temettü;0.0;0.0;40.0;121440000.0;0.4
FROTO;350910000.0;2015-10-16;0.0;0.0;Nakit Temettü;0.0;0.0;57.0;200018700.0;0.57
SISE;1900000000.0;2015-07-03;0.0;0.0;Bedelsiz Sermaye Artırımı;5.58823;6.17647;0.0;0.0;0.0
KRDMD;780226001.6;2015-06-30;0.0;0.0;Nakit Temettü;0.0;0.0;4.38597;34220478.36;0.04385969999695534
AEFES;592105263.0;2015-05-29;0.0;0.0;Nakit Temettü;0.0;0.0;46.0;272368421.0;0.4600000000337778
ASELS;500000000.0;2015-05-29;0.0;0.0;Nakit Temettü;0.0;0.0;13.0;65000000.0;0.13
SISE;1700000000.0;2015-05-29;0.0;0.0;Nakit Temettü;0.0;0.0;5.29411;90000000.0;0.052941176470588235
TTKOM;3500000000.0;2015-05-28;0.0;0.0;Nakit Temettü;0.0;0.0;52.5958;1840853000.0;0.525958
EKGYO;3800000000.0;2015-05-26;0.0;0.0;Nakit Temettü;0.0;0.0;9.651;366738000.0;0.09651
EREGL;3500000000.0;2015-05-26;0.0;0.0;Nakit Temettü;0.0;0.0;40.0;1400000000.0;0.4
BIMAS;303600000.0;2015-05-20;0.0;0.0;Nakit Temettü;0.0;0.0;50.0;151800000.0;0.5
ENKAI;4000000000.0;2015-05-06;0.0;0.0;Bedelsiz Temettü;2.91666;8.19444;0.0;0.0;0.0
TAVHL;363281250.0;2015-05-05;0.0;0.0;Nakit Temettü;0.0;0.0;84.24681;306052864.5;0.8424681001290323
GARAN;4200000000.0;2015-04-27;0.0;0.0;Nakit Temettü;0.0;0.0;13.5;567000000.0;0.135
ENKAI;3600000000.0;2015-04-14;0.0;0.0;Nakit Temettü;0.0;0.0;8.33333;300000000.0;0.08333333333333333
KCHOL;2535898050.0;2015-04-07;0.0;0.0;Nakit Temettü;0.0;0.0;19.7;499571916.0;0.19700000005915064
ULKER;342000000.0;2015-04-07;0.0;0.0;Nakit Temettü;0.0;0.0;27.48538;94000000.0;0.27485380116959063
TCELL;2200000000.0;2015-04-06;0.0;0.0;Nakit Temettü;0.0;0.0;178.40909;3924999980.0;1.7840909
TOASO;500000000.0;2015-04-03;0.0;0.0;Nakit Temettü;0.0;0.0;97.0;485000000.0;0.97
FROTO;350910000.0;2015-04-01;0.0;0.0;Nakit Temettü;0.0;0.0;57.0;200018700.0;0.57
KOZAL;152500000.0;2015-04-01;0.0;0.0;Nakit Temettü;0.0;0.0;98.36066;150000006.5;0.9836066
ISCTR;4500263995.120001;2015-04-01;0.0;0.0;Nakit Temettü;0.0;0.0;15.53399;699024890.0;0.15532975193411078
SAHOL;2040403931.0;2015-03-31;0.0;0.0;Nakit Temettü;0.0;0.0;10.0;204040393.0;0.0999999999509901
AKBNK;4000000000.0;2015-03-30;0.0;0.0;Nakit Temettü;0.0;0.0;14.24;569600000.0;0.1424
CIMSA;135084442.0;2015-03-30;0.0;0.0;Nakit Temettü;0.0;0.0;129.2;174529099.1;1.2920000002665
YKBNK;4347051284.0;2015-03-30;0.0;0.0;Nakit Temettü;0.0;0.0;9.20164;400000010.0;0.09201640005312622
HEKTS;75857055.24000001;2014-11-28;0.0;0.0;Nakit Temettü;0.0;0.0;18.5362;14061011.42;0.18536194656532778
FROTO;350910000.0;2014-11-04;0.0;0.0;Nakit Temettü;0.0;0.0;50.0;175455000.0;0.5
BIMAS;303600000.0;2014-10-15;0.0;0.0;Nakit Temettü;0.0;0.0;30.0;91080000.0;0.3
KRDMD;780226001.6;2014-09-03;0.0;0.0;Bedelsiz Sermaye Artırımı;8.05687;0.0;0.0;0.0;0.0
KOZAL;152500000.0;2014-09-03;0.0;0.0;Nakit Temettü;0.0;0.0;100.0;152500000.0;1.0
ENKAI;3600000000.0;2014-08-15;0.0;0.0;Nakit Temettü;0.0;0.0;8.0;288000000.0;0.08
PETKM;1000000000.0;2014-07-01;0.0;0.0;Nakit Temettü;0.0;0.0;4.7;47000000.0;0.047
SISE;1700000000.0;2014-07-01;0.0;0.0;Bedelsiz Sermaye Artırımı;3.69191;4.51941;0.0;0.0;0.0
ASELS;500000000.0;2014-05-30;0.0;0.0;Nakit Temettü;0.0;0.0;5.0;25000000.0;0.05
SISE;1571000000.0;2014-05-30;0.0;0.0;Nakit Temettü;0.0;0.0;4.51941;70999931.1;0.045194099999999994
TTKOM;3500000000.0;2014-05-28;0.0;0.0;Nakit Temettü;0.0;0.0;26.06089;912131150.0;0.2606089
EKGYO;3800000000.0;2014-05-26;0.0;0.0;Nakit Temettü;0.0;0.0;12.31;467780000.0;0.1231
EREGL;3500000000.0;2014-05-26;0.0;0.0;Nakit Temettü;0.0;0.0;23.42857;819999950.0;0.2342857
BIMAS;303600000.0;2014-05-21;0.0;0.0;Nakit Temettü;0.0;0.0;50.0;151800000.0;0.5
ENKAI;3600000000.0;2014-05-21;0.0;0.0;Bedelsiz Sermaye Artırımı;1.125;11.375;0.0;0.0;0.0
GARAN;4200000000.0;2014-04-21;0.0;0.0;Nakit Temettü;0.0;0.0;10.11905;425000100.0;0.1011905
ENKAI;3200000000.0;2014-04-16;0.0;0.0;Nakit Temettü;0.0;0.0;8.5;272000000.0;0.085
KCHOL;2535898050.0;2014-04-09;0.0;0.0;Nakit Temettü;0.0;0.0;16.03;406504457.4;0.16029999999408492
ULKER;342000000.0;2014-04-07;0.0;0.0;Nakit Temettü;0.0;0.0;38.88889;133000003.8;0.3888889
KOZAL;152500000.0;2014-04-04;0.0;0.0;Nakit Temettü;0.0;0.0;88.98887;135708026.8;0.8898887003278689
TOASO;500000000.0;2014-04-04;0.0;0.0;Nakit Temettü;0.0;0.0;65.0;325000000.0;0.65
SAHOL;2040403931.0;2014-04-02;0.0;0.0;Nakit Temettü;0.0;0.0;10.0;204040393.1;0.09999999999999999
TUPRS;275256514.0;2014-04-02;0.0;0.0;Nakit Temettü;0.0;0.0;158.2;396163174.4;1.4392508596544966
YKBNK;4347051284.0;2014-04-02;0.0;0.0;Nakit Temettü;0.0;0.0;8.92559;387999975.0;0.08925590006910993
ISCTR;4500263995.120001;2014-04-01;0.0;0.0;Nakit Temettü;0.0;0.0;12.32735;554727051.8;0.12326544673857694
AKBNK;4000000000.0;2014-03-31;0.0;0.0;Nakit Temettü;0.0;0.0;11.67;466800000.0;0.1167
CIMSA;135084442.0;2014-03-28;0.0;0.0;Nakit Temettü;0.0;0.0;115.4;155887446.1;1.1540000002368889
TAVHL;363281250.0;2014-03-26;0.0;0.0;Nakit Temettü;0.0;0.0;54.78;199005468.8;0.5478000001376344
EREGL;3500000000.0;2013-11-20;0.0;0.0;Nakit Temettü;0.0;0.0;11.57143;405000050.0;0.1157143
EKGYO;3800000000.0;2013-11-18;0.0;0.0;İkincil Halka Arz;0.0;0.0;0.0;0.0;0.0
KRDMD;722051255.8640001;2013-07-04;0.0;0.0;Bedelsiz Temettü;20.05615;0.0;0.0;0.0;0.0
SISE;1571000000.0;2013-07-04;0.0;0.0;Bedelsiz Temettü;0.0;4.73;0.0;0.0;0.0
THYAO;1380000000.0;2013-06-26;0.0;0.0;Bedelsiz Temettü;15.0;0.0;0.0;0.0;0.0
BIMAS;303600000.0;2013-06-18;0.0;0.0;Bedelsiz Temettü;84.76828;15.23171;0.0;0.0;0.0
ENKAI;3200000000.0;2013-06-12;0.0;0.0;Bedelsiz Temettü;0.0;14.28571;0.0;0.0;0.0
ASELS;500000000.0;2013-05-31;0.0;0.0;Nakit Temettü;0.0;0.0;15.7;78500000.0;0.157
HEKTS;75857055.24000001;2013-05-31;0.0;0.0;Nakit Temettü;0.0;0.0;21.12;16021005.45;0.2111999391396359
TAVHL;363281250.0;2013-05-31;0.0;0.0;Nakit Temettü;0.0;0.0;39.34;142914843.8;0.39340000013763443
SISE;1500000000.0;2013-05-31;0.0;0.0;Nakit Temettü;0.0;0.0;4.733;70995000.0;0.04733
AEFES;592105263.0;2013-05-30;0.0;0.0;Nakit Temettü;0.0;0.0;45.0;266447368.4;0.45000000008444446
EREGL;3500000000.0;2013-05-30;0.0;0.0;Nakit Temettü;0.0;0.0;3.43;120050000.0;0.0343
THYAO;1200000000.0;2013-05-30;0.0;0.0;Nakit Temettü;0.0;0.0;14.44;173280000.0;0.1444
TTKOM;3500000000.0;2013-05-29;0.0;0.0;Nakit Temettü;0.0;0.0;68.95085;2413279750.0;0.6895085
BIMAS;151800000.0;2013-05-24;0.0;0.0;Nakit Temettü;0.0;0.0;145.0;220110000.0;1.45
KOZAL;152500000.0;2013-05-14;0.0;0.0;Nakit Temettü;0.0;0.0;86.03846;131208651.5;0.8603846
EKGYO;2500000000.0;2013-05-09;0.0;0.0;Nakit Temettü;0.0;0.0;8.0;200000000.0;0.08
ENKAI;2800000000.0;2013-05-08;0.0;0.0;Nakit Temettü;0.0;0.0;8.0;224000000.0;0.08
GARAN;4200000000.0;2013-05-06;0.0;0.0;Nakit Temettü;0.0;0.0;14.202;596484000.0;0.14202
PGSUS;102272000.0;2013-04-26;0.0;0.0;Birincil Halka Arz;0.0;0.0;0.0;0.0;0.0
KCHOL;2535898050.0;2013-04-17;0.0;0.0;Nakit Temettü;0.0;0.0;18.7;474212935.4;0.18700000001971687
EREGL;3500000000.0;2013-04-12;0.0;0.0;Bedelsiz Sermaye Artırımı;13.2686;0.0;0.0;0.0;0.0
ULKER;342000000.0;2013-04-08;0.0;0.0;Nakit Temettü;0.0;0.0;43.86;150001200.0;0.4386
YKBNK;4347051284.0;2013-04-08;0.0;0.0;Nakit Temettü;0.0;0.0;6.901;300000000.0;0.0690122983145372
TOASO;500000000.0;2013-04-05;0.0;0.0;Nakit Temettü;0.0;0.0;96.0;480000000.0;0.96
TUPRS;275256514.0;2013-04-04;0.0;0.0;Nakit Temettü;0.0;0.0;385.0;964113920.0;3.502601649601651
FROTO;350910000.0;2013-04-03;0.0;0.0;Nakit Temettü;0.0;0.0;85.5;300028050.0;0.855
CIMSA;135084442.0;2013-04-01;0.0;0.0;Nakit Temettü;0.0;0.0;72.6;98071304.89;0.7259999999851945
SAHOL;2040403931.0;2013-04-01;0.0;0.0;Nakit Temettü;0.0;0.0;10.0;204040393.1;0.09999999999999999
ISCTR;4500263995.120001;2013-04-01;0.0;0.0;Nakit Temettü;0.0;0.0;14.78364;665259364.91;0.14782674208255212
AKBNK;4000000000.0;2013-03-29;0.0;0.0;Nakit Temettü;0.0;0.0;14.25;570000000.0;0.1425
FROTO;350910000.0;2012-10-31;0.0;0.0;Nakit Temettü;0.0;0.0;65.0;228091500.0;0.65
ENKAI;2800000000.0;2012-10-10;0.0;0.0;Nakit Temettü;0.0;0.0;2.86;80000000.0;0.02857142857142857
ASELS;500000000.0;2012-08-06;0.0;0.0;Bedelsiz Sermaye Artırımı;112.56;0.0;0.0;0.0;0.0
SISE;1500000000.0;2012-07-10;0.0;0.0;Bedelsiz Sermaye Artırımı;10.85;0.0;0.0;0.0;0.0
KCHOL;2535898050.0;2012-06-08;0.0;0.0;Bedelsiz Temettü;0.0;5.0;0.0;0.0;0.0
ASELS;235224000.0;2012-05-31;0.0;0.0;Nakit Temettü;0.0;0.0;19.75;46456740.0;0.1975
SISE;1353195417.0;2012-05-31;0.0;0.0;Nakit Temettü;0.0;0.0;4.0;52000000.0;0.03842756141997782
HEKTS;75857055.24000001;2012-05-30;0.0;0.0;Nakit Temettü;0.0;0.0;14.4;10920769.36;0.14396511076587895
AEFES;592105263.0;2012-05-29;0.0;0.0;Nakit Temettü;0.0;0.0;45.0;202500000.0;0.3420000000912
EREGL;3090000000.0;2012-05-29;0.0;0.0;Nakit Temettü;0.0;0.0;13.9535;300000000.0;0.0970873786407767
KRDMD;601427961.4840001;2012-05-29;0.0;0.0;Nakit Temettü;0.0;0.0;5.6899;34220650.0;0.05689900069754302
TTKOM;3500000000.0;2012-05-29;0.0;0.0;Nakit Temettü;0.0;0.0;54.1864;1896525384.96;0.5418643957028572
PETKM;1000000000.0;2012-05-28;0.0;0.0;Nakit Temettü;0.0;0.0;5.58;55800000.0;0.0558
GARAN;4200000000.0;2012-05-28;0.0;0.0;Nakit Temettü;0.0;0.0;14.286;600000000.0;0.14285714285714285
ULKER;342000000.0;2012-05-28;0.0;0.0;Nakit Temettü;0.0;0.0;81.871;280000000.0;0.8187134502923976
BIMAS;151800000.0;2012-05-25;0.0;0.0;Nakit Temettü;0.0;0.0;130.0;197340000.0;1.3
ENKAI;2800000000.0;2012-05-25;0.0;0.0;Bedelsiz Temettü;0.0;12.0;0.0;0.0;0.0
ENKAI;2500000000.0;2012-05-15;0.0;0.0;Nakit Temettü;0.0;0.0;8.4;210000000.0;0.084
KOZAL;152500000.0;2012-05-15;0.0;0.0;Nakit Temettü;0.0;0.0;62.1865;94834452.36;0.6218652613770492
TAVHL;363281250.0;2012-05-15;0.0;0.0;Nakit Temettü;0.0;0.0;25.0;90820312.0;0.2499999986236559
SAHOL;2040403931.0;2012-05-09;0.0;0.0;Nakit Temettü;0.0;0.0;10.0;204040393.1;0.09999999999999999
EKGYO;2500000000.0;2012-04-30;0.0;0.0;Nakit Temettü;0.0;0.0;4.7429;118573102.46;0.047429240984
EREGL;3090000000.0;2012-04-30;0.0;0.0;Bedelsiz Sermaye Artırımı;43.72;0.0;0.0;0.0;0.0
CIMSA;135084442.0;2012-04-26;0.0;0.0;Nakit Temettü;0.0;0.0;79.0;106716709.18;0.79
KCHOL;2415141000.0;2012-04-20;0.0;0.0;Nakit Temettü;0.0;0.0;12.6701;306000000.0;0.1267006771033244
ULKER;342000000.0;2012-04-10;0.0;0.0;Rüçhan Hakkı Kısıtlanarak;0.0;0.0;0.0;0.0;0.0
TOASO;500000000.0;2012-04-06;0.0;0.0;Nakit Temettü;0.0;0.0;50.0;250000000.0;0.5
TUPRS;275256514.0;2012-04-06;0.0;0.0;Nakit Temettü;0.0;0.0;393.26;984798545.92;3.5777483759021957
AKBNK;4000000000.0;2012-04-02;0.0;0.0;Nakit Temettü;0.0;0.0;10.45;418000000.0;0.1045
FROTO;350910000.0;2012-04-02;0.0;0.0;Nakit Temettü;0.0;0.0;100.0;350910000.0;1.0
ISCTR;4500263995.120001;2012-04-02;0.0;0.0;Nakit Temettü;0.0;0.0;12.0582;542616499.43;0.1205743707521165
SISE;1353195417.0;2012-03-29;0.0;0.0;Birleşme;0.0;0.0;0.0;0.0;0.0
AEFES;592105263.0;2012-03-12;0.0;0.0;Rüçhan Hakkı Kısıtlanarak;0.0;0.0;0.0;0.0;0.0
FROTO;350910000.0;2011-10-27;0.0;0.0;Nakit Temettü;0.0;0.0;61.9;217213290.0;0.619
THYAO;1200000000.0;2011-07-11;0.0;0.0;Bedelsiz Temettü;0.0;20.0;0.0;0.0;0.0
SISE;1300000000.0;2011-06-20;0.0;0.0;Bedelsiz Sermaye Artırımı;13.64;0.0;0.0;0.0;0.0
ENKAI;2500000000.0;2011-06-02;0.0;0.0;Bedelsiz Temettü;0.0;13.63636364;0.0;0.0;0.0
SISE;1144000000.0;2011-05-31;0.0;0.0;Nakit Temettü;0.0;0.0;4.0;45760000.0;0.04
ASELS;235224000.0;2011-05-30;0.0;0.0;Nakit Temettü;0.0;0.0;13.9;32696136.0;0.139
EREGL;2150000000.0;2011-05-30;0.0;0.0;Nakit Temettü;0.0;0.0;28.125;450000000.0;0.20930232558139536
HEKTS;75857055.24000001;2011-05-30;0.0;0.0;Nakit Temettü;0.0;0.0;15.72;11923857.66;0.1571885122916353
TTKOM;3500000000.0;2011-05-30;0.0;0.0;Nakit Temettü;0.0;0.0;64.1132;2243960909.0;0.6411316882857143
AEFES;450000000.0;2011-05-27;0.0;0.0;Nakit Temettü;0.0;0.0;48.0;216000000.0;0.48
ULKER;268600000.0;2011-05-27;0.0;0.0;Nakit Temettü;0.0;0.0;5.1689;17966877.78;0.0668908331347729
BIMAS;151800000.0;2011-05-17;0.0;0.0;Nakit Temettü;0.0;0.0;120.0;182160000.0;1.2
ENKAI;2200000000.0;2011-05-16;0.0;0.0;Nakit Temettü;0.0;0.0;7.2727;160000000.0;0.07272727272727272
SAHOL;2040403931.0;2011-05-11;0.0;0.0;Nakit Temettü;0.0;0.0;15.0;306060589.65;0.15
KOZAL;152500000.0;2011-05-06;0.0;0.0;Nakit Temettü;0.0;0.0;14.76;22514826.85;0.147638208852459
KCHOL;2415141000.0;2011-04-14;0.0;0.0;Nakit Temettü;0.0;0.0;22.773;550000000.0;0.2277299751857138
